Id,PostTypeId,Score,AcceptedAnswerId
44365,2,0,NULL
44367,2,7,NULL
44368,2,33,NULL
44371,2,0,NULL
44372,1,1,44434
44373,2,128,NULL
44374,2,0,NULL
44375,2,10,NULL
44376,1,93,44378
44377,2,6,NULL
44378,2,133,NULL
44379,2,2,NULL
44380,2,2,NULL
44381,2,8,NULL
44383,1,69,44393
44384,2,3,NULL
44386,2,0,NULL
44388,2,1,NULL
44389,2,7,NULL
44391,1,7,65953
44393,2,66,NULL
44394,1,17,NULL
44396,1,34,142968
44398,2,4,NULL
44399,2,2,NULL
44400,2,4,NULL
44401,1,0,44468
44403,2,1,NULL
44404,1,3,44423
44405,2,-1,NULL
44408,1,30,44461
44410,2,0,NULL
44416,2,0,NULL
44419,2,0,NULL
44421,1,1,44433
44422,2,1,NULL
44423,2,16,NULL
44424,2,3,NULL
44428,2,15,NULL
44430,2,1,NULL
44433,2,5,NULL
44434,2,2,NULL
44436,2,1,NULL
44437,2,-1,NULL
44439,2,2,NULL
44442,2,0,NULL
44443,2,1,NULL
44445,2,0,NULL
44446,2,0,NULL
44448,2,1,NULL
44449,2,1,NULL
44450,2,1,NULL
44452,2,0,NULL
44453,1,2,NULL
44454,2,8,NULL
44457,2,3,NULL
44458,2,1,NULL
44459,2,1,NULL
44460,2,1,NULL
44461,2,51,NULL
44462,2,1,NULL
44464,2,0,NULL
44465,2,0,NULL
44467,1,0,44968
44468,2,1,NULL
44469,1,3,44482
44470,1,26,152493
44471,2,0,NULL
44472,2,1,NULL
44474,2,0,NULL
44475,2,1,NULL
44476,1,0,45131
44477,2,1,NULL
44478,2,0,NULL
44479,2,0,NULL
44480,2,0,NULL
44481,1,1,44651
44482,2,1,NULL
44484,2,0,NULL
44485,1,2,44513
44486,2,1,NULL
44492,2,5,NULL
44494,2,2,NULL
44497,2,0,NULL
44498,2,0,NULL
44501,2,1,NULL
44504,1,2,NULL
44505,2,0,NULL
44506,2,5,NULL
44509,1,68,NULL
44510,2,1,NULL
44512,2,52,NULL
44513,2,2,NULL
44516,1,1,44739
44517,1,1,44559
44519,2,1,NULL
44522,1,1,NULL
44523,2,1,NULL
44524,2,2,NULL
44525,2,4,NULL
44526,2,2,NULL
44527,2,0,NULL
44528,2,2,NULL
44529,2,0,NULL
44532,1,13,NULL
44536,2,1,NULL
44538,2,0,NULL
44539,2,0,NULL
44542,1,11,44844
44544,2,2,NULL
44546,2,14,NULL
44548,2,21,NULL
44549,2,0,NULL
44550,2,1,NULL
44552,2,1,NULL
44554,1,17,44570
44556,2,7,NULL
44558,2,2,NULL
44559,2,1,NULL
44560,2,1,NULL
44562,2,0,NULL
44565,2,1,NULL
44566,1,10,44700
44568,2,0,NULL
44569,1,27,44590
44570,2,16,NULL
44571,2,1,NULL
44574,2,0,NULL
44575,2,5,NULL
44576,2,1,NULL
44577,2,1,NULL
44578,2,6,NULL
44579,2,3,NULL
44582,2,4,NULL
44583,2,1,NULL
44586,2,1,NULL
44587,2,25,NULL
44588,1,12,44595
44589,2,3,NULL
44590,2,26,NULL
44591,2,2,NULL
44592,2,1,NULL
44593,2,8,NULL
44594,2,24,NULL
44595,2,16,NULL
44596,2,6,NULL
44597,2,1,NULL
44599,2,0,NULL
44600,2,2,NULL
44601,1,25,44750
44602,2,1,NULL
44603,2,1,NULL
44604,2,1,NULL
44605,2,0,NULL
44606,2,0,NULL
44607,2,0,NULL
44609,2,4,NULL
44610,2,0,NULL
44612,2,1,NULL
44613,2,1,NULL
44614,2,2,NULL
44616,2,1,NULL
44617,1,4,44653
44619,1,6,45791
44620,2,1,NULL
44622,2,0,NULL
44627,2,1,NULL
44628,2,1,NULL
44629,1,12,44658
44630,1,7,44647
44631,2,2,NULL
44633,2,1,NULL
44634,2,2,NULL
44635,2,2,NULL
44636,2,0,NULL
44637,1,18,44648
44638,2,1,NULL
44639,2,-1,NULL
44641,2,1,NULL
44642,2,0,NULL
44643,2,1,NULL
44644,1,0,46874
44645,2,4,NULL
44646,2,6,NULL
44647,2,3,NULL
44648,2,15,NULL
44650,2,3,NULL
44651,2,4,NULL
44653,2,2,NULL
44654,2,0,NULL
44655,2,3,NULL
44656,1,9,44761
44657,2,2,NULL
44658,2,22,NULL
44660,1,6,NULL
44661,2,10,NULL
44663,2,0,NULL
44665,2,4,NULL
44666,2,0,NULL
44667,2,0,NULL
44668,2,2,NULL
44670,2,0,NULL
44671,2,0,NULL
44673,2,0,NULL
44674,2,0,NULL
44676,2,5,NULL
44677,2,2,NULL
44684,2,0,NULL
44686,2,7,NULL
44688,2,0,NULL
44689,2,1,NULL
44691,2,0,NULL
44692,1,3,45529
44693,1,11,44762
44694,2,0,NULL
44695,2,0,NULL
44697,2,2,NULL
44700,2,9,NULL
44701,2,55,NULL
44706,2,0,NULL
44708,2,109,NULL
44709,2,4,NULL
44710,2,1,NULL
44711,2,25,NULL
44712,2,2,NULL
44713,1,28,44728
44714,1,11,44738
44715,1,33,44835
44719,2,0,NULL
44720,2,1,NULL
44721,1,8,44724
44722,2,1,NULL
44724,2,16,NULL
44725,2,6,NULL
44728,2,18,NULL
44729,2,0,NULL
44730,2,2,NULL
44731,2,0,NULL
44733,2,5,NULL
44736,2,0,NULL
44737,1,2,44753
44738,2,25,NULL
44739,2,1,NULL
44742,2,1,NULL
44744,2,1,NULL
44748,2,4,NULL
44750,2,14,NULL
44751,2,0,NULL
44752,2,0,NULL
44753,2,4,NULL
44754,2,0,NULL
44756,2,0,NULL
44757,1,3,44770
44758,2,0,NULL
44759,2,0,NULL
44760,1,6,47127
44761,2,10,NULL
44762,2,5,NULL
44763,1,144,NULL
44764,2,0,NULL
44765,2,0,NULL
44767,2,5,NULL
44768,2,0,NULL
44770,2,4,NULL
44771,1,1,44923
44773,2,0,NULL
44774,2,3,NULL
44776,2,1,NULL
44777,1,23,44783
44778,1,87,44781
44779,2,49,NULL
44780,1,2,45907
44781,2,166,NULL
44782,2,44,NULL
44783,2,27,NULL
44784,2,0,NULL
44785,2,0,NULL
44787,1,0,44810
44788,2,30,NULL
44789,1,4,NULL
44790,2,2,NULL
44791,2,8,NULL
44794,2,2,NULL
44795,1,3,44863
44797,2,1,NULL
44798,2,2,NULL
44799,1,6,44807
44802,2,0,NULL
44803,1,1,NULL
44804,2,5,NULL
44805,2,0,NULL
44807,2,5,NULL
44808,2,0,NULL
44809,2,0,NULL
44810,2,5,NULL
44811,2,0,NULL
44812,2,0,NULL
44813,2,0,NULL
44815,2,0,NULL
44816,2,1,NULL
44817,1,2,45891
44819,2,0,NULL
44820,2,2,NULL
44821,1,1,45170
44823,2,0,NULL
44824,1,3,46191
44825,2,1,NULL
44826,2,0,NULL
44827,2,6,NULL
44828,2,1,NULL
44830,2,22,NULL
44832,2,0,NULL
44834,1,257,44842
44835,2,12,NULL
44836,2,0,NULL
44837,2,1,NULL
44838,2,3,NULL
44839,2,2,NULL
44840,2,2,NULL
44841,2,2,NULL
44842,2,124,NULL
44843,2,33,NULL
44844,2,31,NULL
44851,1,1,45061
44852,2,0,NULL
44853,1,50,44870
44855,2,8,NULL
44858,2,7,NULL
44862,2,2,NULL
44863,2,2,NULL
44864,1,3,NULL
44870,2,51,NULL
44872,2,2,NULL
44876,2,2,NULL
44877,2,29,NULL
44878,2,5,NULL
44884,2,0,NULL
44886,2,3,NULL
44889,2,1,NULL
44895,2,1,NULL
44899,1,1,46996
44901,2,5,NULL
44902,2,0,NULL
44903,1,2,44908
44905,1,100,44921
44908,2,3,NULL
44909,1,4,44971
44910,2,6,NULL
44911,2,-1,NULL
44912,1,110,44928
44914,1,4,44934
44915,2,9,NULL
44916,2,25,NULL
44917,1,168,44932
44919,2,0,NULL
44921,2,75,NULL
44923,2,1,NULL
44924,2,6,NULL
44926,2,0,NULL
44927,2,3,NULL
44928,2,91,NULL
44930,2,0,NULL
44932,2,55,NULL
44933,2,1,NULL
44934,2,4,NULL
44936,2,0,NULL
44937,1,9,44939
44939,2,9,NULL
44940,1,9,44947
44941,2,4,NULL
44942,1,68,44954
44944,2,1,NULL
44945,2,2,NULL
44947,2,18,NULL
44949,2,8,NULL
44950,2,1,NULL
44951,2,2,NULL
44952,2,1,NULL
44953,2,1,NULL
44954,2,120,NULL
44955,2,0,NULL
44956,2,0,NULL
44958,2,79,NULL
44961,1,116,44995
44965,1,569,NULL
44966,2,1,NULL
44968,2,1,NULL
44969,2,1,NULL
44970,2,0,NULL
44971,2,6,NULL
44973,1,3,44986
44976,2,1,NULL
44977,2,4,NULL
44979,2,3,NULL
44980,1,59,604042
44981,2,2,NULL
44982,2,6,NULL
44985,2,2,NULL
44986,2,5,NULL
44987,2,-3,NULL
44989,1,10,44991
44990,2,2,NULL
44991,2,18,NULL
44993,2,0,NULL
44995,2,111,NULL
44996,2,75,NULL
44999,1,1,45034
45002,1,4,71858
45003,2,0,NULL
45004,1,170,45008
45005,2,1,NULL
45008,2,81,NULL
45009,2,1,NULL
45010,2,51,NULL
45011,2,1,NULL
45013,1,1,45016
45015,1,354,5686237
45016,2,8,NULL
45018,2,8,NULL
45019,2,9,NULL
45020,2,88,NULL
45022,2,0,NULL
45023,2,0,NULL
45028,2,0,NULL
45030,1,108,45037
45031,2,35,NULL
45032,2,0,NULL
45034,2,2,NULL
45035,2,1,NULL
45036,1,74,45049
45037,2,164,NULL
45039,2,3,NULL
45040,2,1,NULL
45042,1,5,45046
45043,2,4,NULL
45045,1,66,83999
45046,2,2,NULL
45048,2,3,NULL
45049,2,71,NULL
45050,2,0,NULL
45051,2,0,NULL
45057,2,1,NULL
45058,2,0,NULL
45061,2,1,NULL
45062,1,1,45065
45063,2,3,NULL
45064,2,6,NULL
45065,2,2,NULL
45066,2,58,NULL
45067,2,3,NULL
45072,2,1,NULL
45075,1,2,45248
45076,2,3,NULL
45077,2,4,NULL
45078,1,2,45094
45080,2,0,NULL
45081,2,5,NULL
45086,1,10,NULL
45087,2,41,NULL
45088,2,1,NULL
45089,2,1,NULL
45090,2,1,NULL
45091,2,1,NULL
45092,2,3,NULL
45093,1,4,45096
45094,2,1,NULL
45095,2,2,NULL
45096,2,32,NULL
45097,1,5,45133
45098,2,1,NULL
45099,2,8,NULL
45101,2,1,NULL
45102,2,5,NULL
45103,2,1,NULL
45104,2,1,NULL
45105,2,0,NULL
45108,2,0,NULL
45109,2,2,NULL
45112,2,0,NULL
45113,2,0,NULL
45115,2,5,NULL
45116,2,0,NULL
45117,2,0,NULL
45118,2,8,NULL
45119,2,1,NULL
45122,1,28,45126
45123,1,10,45138
45126,2,57,NULL
45127,2,2,NULL
45128,2,0,NULL
45129,2,2,NULL
45131,2,1,NULL
45132,1,14,NULL
45133,2,4,NULL
45134,2,24,NULL
45135,1,162,NULL
45136,2,0,NULL
45138,2,5,NULL
45140,2,0,NULL
45142,2,4,NULL
45143,2,2,NULL
45148,2,5,NULL
45151,2,57,NULL
45152,1,2,NULL
45155,1,0,NULL
45156,2,0,NULL
45158,2,5,NULL
45159,2,0,NULL
45160,2,2,NULL
45163,1,0,45429
45166,1,4,NULL
45167,2,2,NULL
45169,1,3,45211
45170,2,3,NULL
45173,2,0,NULL
45176,1,7,NULL
45179,1,47,45186
45180,1,5,45187
45181,2,1,NULL
45182,2,10,NULL
45184,2,5,NULL
45185,2,5,NULL
45186,2,70,NULL
45187,2,1,NULL
45188,2,52,NULL
45189,2,5,NULL
45190,2,0,NULL
45201,2,19,NULL
45202,1,1,45699
45206,2,2,NULL
45207,1,47,45226
45211,2,5,NULL
45212,2,3,NULL
45213,2,0,NULL
45214,2,1,NULL
45217,2,0,NULL
45224,2,1,NULL
45225,2,2,NULL
45226,2,7,NULL
45227,1,7,45233
45228,1,12,46201
45229,2,3,NULL
45230,1,5,45237
45231,2,0,NULL
45232,2,4,NULL
45233,2,22,NULL
45234,2,1,NULL
45235,1,1,NULL
45236,2,0,NULL
45237,2,10,NULL
45238,2,6,NULL
45239,1,10,679997
45240,2,0,NULL
45241,2,1,NULL
45245,2,2,NULL
45246,2,1,NULL
45248,2,5,NULL
45249,2,0,NULL
45250,2,0,NULL
45251,2,1,NULL
45252,1,1,45370
45253,1,2,45261
45254,2,3,NULL
45255,2,0,NULL
45257,2,0,NULL
45258,2,2,NULL
45259,2,0,NULL
45261,2,4,NULL
45263,2,0,NULL
45264,1,29,45271
45266,2,0,NULL
45267,1,0,46158
45271,2,15,NULL
45272,2,2,NULL
45274,2,3,NULL
45275,2,0,NULL
45277,1,6,NULL
45278,2,4,NULL
45280,2,2,NULL
45284,2,1,NULL
45286,1,8,45316
45287,2,2,NULL
45291,2,5,NULL
45292,2,0,NULL
45293,1,10,NULL
45299,2,0,NULL
45301,1,1,45306
45302,2,4,NULL
45306,2,4,NULL
45310,2,7,NULL
45312,2,1,NULL
45313,1,2,NULL
45316,2,7,NULL
45317,2,3,NULL
45320,2,0,NULL
45322,2,1,NULL
45325,1,220,45327
45327,2,212,NULL
45328,2,4,NULL
45329,2,1,NULL
45331,1,0,63710
45334,2,46,NULL
45336,2,0,NULL
45339,1,3,45371
45340,1,21,NULL
45347,2,0,NULL
45348,2,1,NULL
45350,2,0,NULL
45351,2,1,NULL
45356,2,2,NULL
45357,2,1,NULL
45359,2,11,NULL
45361,1,7,46330
45364,2,7,NULL
45368,2,1,NULL
45370,2,2,NULL
45371,2,4,NULL
45372,1,1,61050
45373,2,-1,NULL
45375,2,7,NULL
45378,2,15,NULL
45382,2,0,NULL
45383,2,0,NULL
45385,1,3,45392
45387,1,1,45397
45391,2,4,NULL
45392,2,7,NULL
45397,2,1,NULL
45398,2,24,NULL
45399,1,101,45479
45400,1,47,45440
45401,1,2,45421
45402,2,12,NULL
45403,2,0,NULL
45404,2,20,NULL
45405,2,8,NULL
45406,2,1,NULL
45407,1,11,45448
45408,1,18,45417
45409,2,1,NULL
45410,2,4,NULL
45411,2,8,NULL
45412,2,12,NULL
45414,1,4,45550
45415,1,6,159437
45416,2,1,NULL
45417,2,7,NULL
45418,2,7,NULL
45419,2,11,NULL
45420,2,0,NULL
45421,2,3,NULL
45423,2,1,NULL
45424,1,2,202693
45425,2,2,NULL
45426,1,2,45466
45429,2,4,NULL
45431,1,0,590946
45432,2,0,NULL
45433,2,4,NULL
45435,2,3,NULL
45436,2,0,NULL
45437,1,2,NULL
45438,1,1,NULL
45439,2,0,NULL
45440,2,60,NULL
45448,2,9,NULL
45453,1,16,45969
45454,2,2,NULL
45456,1,2,45476
45458,2,4,NULL
45459,2,0,NULL
45462,2,2,NULL
45463,2,3,NULL
45465,2,11,NULL
45466,2,2,NULL
45470,1,15,45474
45474,2,20,NULL
45475,1,2,NULL
45476,2,5,NULL
45477,2,0,NULL
45479,2,107,NULL
45481,1,8,45493
45482,2,2,NULL
45483,2,0,NULL
45484,2,0,NULL
45485,1,3,45542
45487,2,0,NULL
45488,2,0,NULL
45491,2,1,NULL
45493,2,7,NULL
45494,1,211,45498
45497,2,0,NULL
45498,2,301,NULL
45499,2,0,NULL
45500,1,6,NULL
45501,2,1,NULL
45502,2,2,NULL
45503,2,1,NULL
45504,2,1,NULL
45505,2,3,NULL
45507,1,9,45832
45508,2,58,NULL
45510,1,8,45537
45512,2,33,NULL
45513,2,2,NULL
45515,2,1,NULL
45517,2,2,NULL
45518,2,1,NULL
45519,2,5,NULL
45520,2,1,NULL
45521,2,2,NULL
45526,2,1,NULL
45527,2,7,NULL
45528,1,3,45587
45529,2,1,NULL
45530,2,176,NULL
45532,2,0,NULL
45533,2,5,NULL
45534,1,11,NULL
45535,1,45,45548
45537,2,4,NULL
45538,2,10,NULL
45540,1,5,NULL
45541,2,18,NULL
45542,2,2,NULL
45543,2,4,NULL
45545,1,0,NULL
45546,1,13,45585
45547,2,0,NULL
45548,2,47,NULL
45549,2,1,NULL
45550,2,4,NULL
45551,2,7,NULL
45553,1,1,45641
45554,2,1,NULL
45557,2,1,NULL
45558,2,4,NULL
45559,2,0,NULL
45561,2,0,NULL
45564,2,2,NULL
45568,2,4,NULL
45570,2,2,NULL
45571,1,2,45573
45572,1,2,156762
45573,2,4,NULL
45574,2,1,NULL
45577,1,2,942103
45578,2,0,NULL
45580,2,22,NULL
45581,2,0,NULL
45582,1,3,1380478
45584,2,9,NULL
45585,2,11,NULL
45587,2,3,NULL
45588,2,1,NULL
45590,2,2,NULL
45591,2,0,NULL
45592,2,7,NULL
45593,1,4,45692
45595,2,1,NULL
45596,2,7,NULL
45599,2,0,NULL
45600,1,3,231357
45601,2,1,NULL
45602,2,2,NULL
45603,2,125,NULL
45604,1,35,45728
45606,2,1,NULL
45607,2,0,NULL
45608,2,20,NULL
45609,2,4,NULL
45610,2,2,NULL
45611,1,4,NULL
45612,2,11,NULL
45613,1,1,45625
45614,2,6,NULL
45616,2,5,NULL
45618,2,4,NULL
45620,2,6,NULL
45621,1,25,45647
45622,2,1,NULL
45623,1,4,45630
45624,1,10,265268
45625,2,8,NULL
45626,1,2,49371
45627,1,80,NULL
45629,2,5,NULL
45630,2,12,NULL
45631,2,0,NULL
45632,2,0,NULL
45633,2,2,NULL
45634,1,6,45648
45635,2,3,NULL
45636,2,61,NULL
45637,2,1,NULL
45638,2,1,NULL
45639,2,2,NULL
45640,2,1,NULL
45641,2,3,NULL
45642,1,1,NULL
45643,2,2,NULL
45645,2,19,NULL
45646,2,2,NULL
45647,2,22,NULL
45648,2,8,NULL
45649,2,1,NULL
45650,1,8,45664
45651,1,62,45667
45652,2,3,NULL
45653,1,2,45735
45655,2,4,NULL
45656,2,2,NULL
45657,2,0,NULL
45658,1,1,63430
45659,2,2,NULL
45662,2,2,NULL
45664,2,20,NULL
45665,2,21,NULL
45666,2,14,NULL
45667,2,49,NULL
45668,2,0,NULL
45670,2,4,NULL
45671,2,1,NULL
45672,2,1,NULL
45673,2,0,NULL
45674,2,0,NULL
45676,2,0,NULL
45677,2,3,NULL
45678,2,1,NULL
45680,2,1,NULL
45681,2,0,NULL
45682,2,1,NULL
45683,2,2,NULL
45684,2,58,NULL
45686,1,2,NULL
45689,2,1,NULL
45690,2,2,NULL
45692,2,2,NULL
45695,1,5,45712
45699,2,2,NULL
45701,2,0,NULL
45702,1,64,45710
45703,2,0,NULL
45705,1,6,45731
45706,2,2,NULL
45707,2,1,NULL
45708,2,11,NULL
45709,2,3,NULL
45710,2,34,NULL
45712,2,4,NULL
45713,2,24,NULL
45714,2,-2,NULL
45716,1,3,226949
45717,2,4,NULL
45718,2,11,NULL
45720,2,1,NULL
45721,2,13,NULL
45722,2,1,NULL
45723,2,1,NULL
45724,2,4,NULL
45728,2,20,NULL
45729,1,1,45747
45731,2,4,NULL
45732,1,0,45864
45733,2,0,NULL
45734,2,20,NULL
45735,2,1,NULL
45736,1,0,45759
45740,2,2,NULL
45741,1,0,49293
45743,2,8,NULL
45744,1,5,NULL
45745,2,1,NULL
45746,2,7,NULL
45747,2,2,NULL
45748,2,0,NULL
45749,2,0,NULL
45752,2,1,NULL
45753,2,3,NULL
45754,2,2,NULL
45758,2,0,NULL
45759,2,2,NULL
45764,2,4,NULL
45765,2,18,NULL
45766,2,1,NULL
45767,2,1,NULL
45769,1,3,NULL
45770,2,3,NULL
45775,2,5,NULL
45779,1,26,45901
45780,2,3,NULL
45781,2,1,NULL
45783,1,35,56109
45784,2,20,NULL
45786,2,7,NULL
45791,2,2,NULL
45792,1,5,45836
45795,2,0,NULL
45796,1,1,45926
45797,2,2,NULL
45799,2,0,NULL
45800,2,2,NULL
45801,2,0,NULL
45803,1,2,45823
45804,2,-1,NULL
45806,2,1,NULL
45808,2,2,NULL
45809,2,0,NULL
45810,2,0,NULL
45811,2,0,NULL
45812,2,0,NULL
45813,1,18,182363
45814,2,0,NULL
45815,2,3,NULL
45816,2,0,NULL
45817,2,3,NULL
45820,2,2,NULL
45821,2,1,NULL
45822,1,11,45855
45823,2,5,NULL
45824,1,7,45835
45825,2,0,NULL
45826,2,3,NULL
45827,1,94,45863
45829,2,0,NULL
45830,2,0,NULL
45831,2,1,NULL
45832,2,5,NULL
45833,2,12,NULL
45834,2,5,NULL
45835,2,4,NULL
45836,2,9,NULL
45838,1,0,45853
45839,2,1,NULL
45840,2,0,NULL
45841,1,7,45854
45842,2,1,NULL
45843,2,4,NULL
45844,2,1,NULL
45846,1,1,45858
45847,2,2,NULL
45850,2,0,NULL
45851,2,4,NULL
45853,2,4,NULL
45854,2,11,NULL
45855,2,8,NULL
45857,2,5,NULL
45858,2,9,NULL
45859,2,0,NULL
45861,1,19,46174
45863,2,135,NULL
45864,2,0,NULL
45865,1,5,45870
45866,2,2,NULL
45868,2,3,NULL
45869,2,3,NULL
45870,2,7,NULL
45872,2,1,NULL
45873,2,47,NULL
45876,2,1,NULL
45877,2,3,NULL
45878,2,1,NULL
45879,1,35,45987
45882,1,13,1568341
45884,2,4,NULL
45886,2,19,NULL
45887,2,9,NULL
45888,1,36,1885355
45889,2,1,NULL
45890,2,5,NULL
45891,2,3,NULL
45892,2,0,NULL
45893,2,0,NULL
45897,2,0,NULL
45898,1,5,46212
45899,2,0,NULL
45901,2,25,NULL
45902,2,0,NULL
45903,1,9,45927
45904,1,10,45955
45905,2,2,NULL
45906,2,2,NULL
45907,2,1,NULL
45908,1,19,NULL
45909,2,3,NULL
45912,2,3,NULL
45913,2,7,NULL
45914,2,4,NULL
45915,2,0,NULL
45916,2,2,NULL
45917,2,3,NULL
45918,2,1,NULL
45919,2,0,NULL
45920,2,0,NULL
45921,2,0,NULL
45923,2,2,NULL
45924,1,0,45931
45925,2,0,NULL
45926,2,1,NULL
45927,2,15,NULL
45928,2,0,NULL
45929,2,0,NULL
45930,2,1,NULL
45931,2,0,NULL
45932,2,1,NULL
45933,2,2,NULL
45936,2,0,NULL
45941,1,5,45978
45943,2,27,NULL
45944,2,4,NULL
45945,2,3,NULL
45949,2,1,NULL
45950,1,6,45976
45951,2,0,NULL
45953,1,146,45966
45954,1,10,8754578
45955,2,15,NULL
45956,2,1,NULL
45957,2,0,NULL
45958,2,1,NULL
45962,2,0,NULL
45963,2,2,NULL
45964,1,7,45975
45966,2,222,NULL
45969,2,15,NULL
45971,2,2,NULL
45972,1,70,NULL
45973,2,7,NULL
45974,2,6,NULL
45975,2,22,NULL
45976,2,3,NULL
45977,1,1,NULL
45978,2,4,NULL
45980,2,1,NULL
45981,2,1,NULL
45983,2,1,NULL
45987,2,7,NULL
45988,1,25,625057
45989,2,3,NULL
45990,2,3,NULL
45991,1,11,45998
45994,2,1,NULL
45995,2,1,NULL
45996,2,5,NULL
45997,2,3,NULL
45998,2,5,NULL
45999,2,1,NULL
46000,2,0,NULL
46002,2,3,NULL
46003,1,6,46016
46004,1,8,46015
46005,2,34,NULL
46006,2,0,NULL
46007,1,9,55884
46008,2,14,NULL
46009,2,0,NULL
46013,1,8,46024
46014,2,0,NULL
46015,2,1,NULL
46016,2,6,NULL
46017,2,6,NULL
46019,2,0,NULL
46023,2,0,NULL
46024,2,9,NULL
46025,2,0,NULL
46026,2,0,NULL
46028,2,3,NULL
46029,1,8,72421
46030,1,18,46092
46032,2,2,NULL
46034,1,1,NULL
46035,2,4,NULL
46043,2,1,NULL
46045,2,0,NULL
46053,2,1,NULL
46054,2,0,NULL
46056,2,3,NULL
46058,2,1,NULL
46061,2,0,NULL
46064,2,1,NULL
46070,2,1,NULL
46071,2,-3,NULL
46072,2,0,NULL
46074,1,3,46143
46075,2,1,NULL
46078,2,0,NULL
46079,1,7,46138
46080,1,144,46083
46081,2,1,NULL
46082,2,1,NULL
46083,2,62,NULL
46084,1,2,46103
46085,2,1,NULL
46087,2,0,NULL
46088,2,0,NULL
46089,2,2,NULL
46092,2,16,NULL
46093,2,14,NULL
46095,2,3,NULL
46096,1,0,46104
46099,2,2,NULL
46100,2,206,NULL
46102,2,21,NULL
46103,2,4,NULL
46104,2,4,NULL
46108,2,1,NULL
46109,2,1,NULL
46110,2,18,NULL
46113,2,3,NULL
46115,2,0,NULL
46117,2,0,NULL
46120,2,3,NULL
46121,2,8,NULL
46123,2,9,NULL
46124,1,5,46126
46125,1,19,46141
46126,2,10,NULL
46127,2,1,NULL
46128,2,11,NULL
46129,2,56,NULL
46130,1,4,47308
46133,1,1,NULL
46135,2,2,NULL
46136,1,5,46184
46138,2,10,NULL
46139,2,0,NULL
46141,2,22,NULL
46142,2,4,NULL
46143,2,6,NULL
46146,1,4,NULL
46147,1,4,46196
46148,2,4,NULL
46149,1,0,NULL
46150,2,0,NULL
46151,2,0,NULL
46152,2,0,NULL
46154,2,1,NULL
46155,1,1137,46181
46156,1,0,46207
46157,2,73,NULL
46158,2,0,NULL
46160,1,4,NULL
46162,2,0,NULL
46163,2,1,NULL
46165,2,1,NULL
46168,2,9,NULL
46170,2,26,NULL
46171,2,3,NULL
46173,1,-1,46511
46174,2,21,NULL
46178,2,0,NULL
46179,2,1,NULL
46181,2,1332,NULL
46182,2,10,NULL
46183,2,0,NULL
46184,2,6,NULL
46185,2,1,NULL
46186,2,18,NULL
46187,2,0,NULL
46188,2,0,NULL
46189,1,2,46206
46191,2,5,NULL
46192,2,2,NULL
46193,2,34,NULL
46196,2,4,NULL
46198,2,3,NULL
46199,2,0,NULL
46200,2,60,NULL
46201,2,15,NULL
46203,2,2,NULL
46204,2,0,NULL
46205,2,1,NULL
46206,2,1,NULL
46207,2,2,NULL
46208,2,1,NULL
46209,2,0,NULL
46210,2,5,NULL
46211,2,1,NULL
46212,2,7,NULL
46213,2,2,NULL
46214,1,74,46253
46215,2,1,NULL
46216,2,11,NULL
46218,2,0,NULL
46219,1,17,46242
46220,1,18,46357
46221,2,42,NULL
46224,2,0,NULL
46226,2,2,NULL
46227,2,0,NULL
46229,2,1,NULL
46231,1,15,46486
46232,2,0,NULL
46233,2,6,NULL
46234,2,0,NULL
46236,2,6,NULL
46238,2,0,NULL
46240,2,0,NULL
46241,2,4,NULL
46242,2,35,NULL
46243,2,0,NULL
46244,2,1,NULL
46247,2,2,NULL
46252,1,0,46257
46253,2,36,NULL
46255,2,13,NULL
46256,2,1,NULL
46257,2,5,NULL
46259,2,0,NULL
46260,1,2,NULL
46262,2,0,NULL
46263,2,4,NULL
46268,2,1,NULL
46270,2,1,NULL
46271,2,0,NULL
46272,2,1,NULL
46274,2,1,NULL
46275,2,1,NULL
46276,1,40,46294
46277,1,6,47808
46280,1,1,NULL
46281,1,0,71406
46282,1,5,46378
46283,1,5,46314
46284,2,0,NULL
46285,1,3,NULL
46286,2,0,NULL
46287,2,0,NULL
46288,2,2,NULL
46289,2,5,NULL
46290,2,36,NULL
46292,1,4,46308
46293,2,1,NULL
46294,2,39,NULL
46295,2,0,NULL
46296,2,0,NULL
46297,2,2,NULL
46299,2,0,NULL
46300,2,5,NULL
46305,1,1,46313
46306,2,0,NULL
46307,2,1,NULL
46308,2,3,NULL
46309,2,1,NULL
46311,2,1,NULL
46312,2,0,NULL
46313,2,1,NULL
46314,2,5,NULL
46316,2,0,NULL
46319,2,0,NULL
46321,2,1,NULL
46322,2,0,NULL
46324,1,46,46448
46325,2,0,NULL
46327,2,1,NULL
46328,2,1,NULL
46330,2,3,NULL
46332,1,3,46583
46336,2,11,NULL
46338,1,13,46356
46339,1,1,NULL
46346,1,7,46396
46347,1,57,7605311
46350,1,6,46391
46351,2,9,NULL
46352,2,4,NULL
46353,2,2,NULL
46354,1,15,46382
46355,2,0,NULL
46356,2,11,NULL
46357,2,22,NULL
46360,2,2,NULL
46361,2,-1,NULL
46363,2,0,NULL
46364,2,4,NULL
46365,1,4,NULL
46367,2,0,NULL
46368,2,0,NULL
46372,2,0,NULL
46373,2,0,NULL
46375,2,0,NULL
46376,1,27,5257698
46377,1,28,46384
46378,2,6,NULL
46380,1,39,46400
46381,2,3,NULL
46382,2,14,NULL
46384,2,54,NULL
46385,1,34,46386
